TILI;TILIN NIMI;TOSITE;PVM;DEBET;KREDIT;ALV;KP;SELITE;ALKUSALDO;KK-MUUTOS;KP-SALDO
4944.0;Sava-maksut;13-66-2025;2025-08-01;;-96.64;0.0;10.0;Mitätöinti tos. 51-17-2025, Palkkaus.fi;;;1847.54
4944.0;Sava-maksut;51-13-2025;2025-08-01;37.77;;0.0;70.0;Palkkaus.fi;;;1885.31
4944.0;Sava-maksut;51-19-2025;2025-08-01;96.64;;0.0;10.0;Palkkaus.fi;;;1981.95
4944.0;Sava-maksut;51-20-2025;2025-08-29;63.58;;0.0;10.0;Palkkaus.fi;;;2045.53
4944.0;Sava-maksut;51-21-2025;2025-08-29;37.77;;0.0;70.0;Palkkaus.fi;;;2083.3
4944.0;Sava-maksut;51-22-2025;2025-08-29;18.7;;0.0;6.0;Palkkaus.fi;;;2102.0
4944.0;Sava-maksut;51-23-2025;2025-08-29;26.98;;0.0;70.0;Palkkaus.fi;;;2128.98
4944.0;Sava-maksut;51-24-2025;2025-08-29;61.41;;0.0;31.0;Palkkaus.fi;;;2190.39
4944.0;Sava-maksut;51-25-2025;2025-08-29;88.77;;0.0;10.0;Palkkaus.fi;;;2279.16
4944.0;Sava-maksut;51-26-2025;2025-08-29;18.7;;0.0;6.0;Palkkaus.fi;;;2297.86
;;;;450.32;-134.41;0.0;;;;315.91;2297.86
4944.0;Sava-maksut;51-28-2025;2025-09-30;37.4;;0.0;10.0;Palkkaus.fi 9/2025;;;2335.26
4944.0;Sava-maksut;51-29-2025;2025-09-30;37.77;;0.0;20.0;Palkkaus.fi 9/2025;;;2373.03
4944.0;Sava-maksut;51-30-2025;2025-09-30;63.58;;0.0;10.0;Palkkaus.fi 9/2025;;;2436.61
4944.0;Sava-maksut;51-31-2025;2025-09-30;56.68;;0.0;10.0;Palkkaus.fi 9/2025;;;2493.29
4944.0;Sava-maksut;51-32-2025;2025-09-30;22.44;;0.0;6.0;Palkkaus.fi 9/2025;;;2515.73
4944.0;Sava-maksut;51-33-2025;2025-09-30;56.1;;0.0;31.0;Palkkaus.fi 9/2025;;;2571.83
4944.0;Sava-maksut;51-34-2025;2025-09-30;18.7;;0.0;6.0;Palkkaus.fi 9/2025;;;2590.53
;;;;292.67;0.0;0.0;;;;292.67;2590.53
4944.0;Sava-maksut;51-35-2025;2025-10-31;56.1;;0.0;31.0;Palkkaus.fi;;;2646.63
4944.0;Sava-maksut;51-36-2025;2025-10-31;22.44;;0.0;6.0;Palkkaus.fi;;;2669.07
4944.0;Sava-maksut;51-37-2025;2025-10-31;18.7;;0.0;6.0;Palkkaus.fi;;;2687.77
4944.0;Sava-maksut;51-38-2025;2025-10-31;56.68;;0.0;10.0;Palkkaus.fi;;;2744.45
4944.0;Sava-maksut;51-39-2025;2025-10-31;63.58;;0.0;10.0;Palkkaus.fi;;;2808.03
4944.0;Sava-maksut;51-40-2025;2025-10-31;37.77;;0.0;20.0;Palkkaus.fi;;;2845.8
;;;;255.27;0.0;0.0;;;;255.27;2845.8
4944.0;Yhteensä;;;3123.49;-277.69;0.0;;;;;
5900.0;Nuorten urheilutoiminnan kulut;;;;;;;;0.0;;
5900.0;Nuorten urheilutoiminnan kulut;45-61-2025;2025-02-23;800.0;;0.0;10.0;Sky nuoret ry;;;800.0
;;;;800.0;0.0;0.0;;;;800.0;800.0
5900.0;Yhteensä;;;800.0;0.0;0.0;;;;;
5904.0;Vertaistukiryhmän kulut;;;;;;;;0.0;;
5904.0;Vertaistukiryhmän kulut;21-16-2025;2025-01-27;8.53;;0.0;10.0;S-MARKET ITAKESKUS 24.1.2025;;;8.53
;;;;8.53;0.0;0.0;;;;8.53;8.53
5904.0;Vertaistukiryhmän kulut;21-19-2025;2025-03-08;;-24.58;0.0;10.0;mansa market;;;-16.05
5904.0;Vertaistukiryhmän kulut;21-20-2025;2025-03-08;11.47;;0.0;10.0;alanya market itis;;;-4.58
5904.0;Vertaistukiryhmän kulut;21-23-2025;2025-03-22;25.53;;0.0;10.0;aleoske;;;20.95
5904.0;Vertaistukiryhmän kulut;21-24-2025;2025-03-29;30.11;;0.0;10.0;alanya;;;51.06
;;;;67.11;-24.58;0.0;;;;42.53;51.06
5904.0;Vertaistukiryhmän kulut;21-25-2025;2025-04-07;38.0;;0.0;10.0;ravintola;;;89.06
5904.0;Vertaistukiryhmän kulut;21-27-2025;2025-04-11;37.0;;0.0;10.0;zahiiba oy;;;126.06
5904.0;Vertaistukiryhmän kulut;21-28-2025;2025-04-15;37.0;;0.0;10.0;zahiiba oy;;;163.06
;;;;112.0;0.0;0.0;;;;112.0;163.06
5904.0;Vertaistukiryhmän kulut;21-30-2025;2025-05-02;85.5;;0.0;10.0;Ravintola;;;248.56
;;;;85.5;0.0;0.0;;;;85.5;248.56
5904.0;Yhteensä;;;273.14;-24.58;0.0;;;;;
5905.0;Matalan kynnyksen palvelut;;;;;;;;0.0;;
5905.0;Matalan kynnyksen palvelut;21-13-2025;2025-01-15;38.88;;0.0;10.0;K-Citymarket;;;38.88
5905.0;Matalan kynnyksen palvelut;21-14-2025;2025-01-21;24.25;;0.0;10.0;K-Citymarket;;;63.13
5905.0;Matalan kynnyksen palvelut;21-3-2025;2025-01-21;;-24.25;0.0;10.0;k-citymarket easton 21.1.2025;;;38.88
5905.0;Matalan kynnyksen palvelut;21-15-2025;2025-01-22;24.25;;0.0;10.0;K-Citymarket;;;63.13
;;;;87.38;-24.25;0.0;;;;63.13;63.13
5905.0;Matalan kynnyksen palvelut;21-40-2025;2025-10-09;30.97;;0.0;10.0;Sinelli Itis;;;94.1
5905.0;Matalan kynnyksen palvelut;21-41-2025;2025-10-09;99.0;;0.0;10.0;Copenhagen Tiger stares 07;;;193.1
5905.0;Matalan kynnyksen palvelut;21-42-2025;2025-10-09;6.64;;0.0;10.0;APTEEKKI MEDENA APOTEKET;;;199.74
;;;;136.61;0.0;0.0;;;;136.61;199.74
5905.0;Yhteensä;;;223.99;-24.25;0.0;;;;;
5923.0;Muut vapaaehtoiset henkilösivukulut;;;;;;;;0.0;;
5923.0;Muut vapaaehtoiset henkilösivukulut;21-34-2025;2025-06-10;129.0;;0.0;31.0;intersport easton;;;129.0
;;;;129.0;0.0;0.0;;;;129.0;129.0
5923.0;Yhteensä;;;129.0;0.0;0.0;;;;;
5928.0;Toimitilavuokrat;;;;;;;;0.0;;
5928.0;Toimitilavuokrat;45-2-2025;2025-01-01;423.39;;0.0;2.0;Julkisten ja hyvinvointialojen liitto JHL ry;;;423.39
5928.0;Toimitilavuokrat;45-2-2025;2025-01-01;477.41;;0.0;5.0;Julkisten ja hyvinvointialojen liitto JHL ry;;;900.8
5928.0;Toimitilavuokrat;45-2-2025;2025-01-01;636.54;;0.0;10.0;Julkisten ja hyvinvointialojen liitto JHL ry;;;1537.34
;;;;1537.34;0.0;0.0;;;;1537.34;1537.34
5928.0;Toimitilavuokrat;45-9-2025;2025-02-01;477.41;;0.0;5.0;Julkisten ja hyvinvointialojen liitto JHL ry;;;2014.75
5928.0;Toimitilavuokrat;45-9-2025;2025-02-01;423.39;;0.0;2.0;Julkisten ja hyvinvointialojen liitto JHL ry;;;2438.14
5928.0;Toimitilavuokrat;45-9-2025;2025-02-01;636.54;;0.0;10.0;Julkisten ja hyvinvointialojen liitto JHL ry;;;3074.68
;;;;1537.34;0.0;0.0;;;;1537.34;3074.68
5928.0;Toimitilavuokrat;45-33-2025;2025-03-01;477.41;;0.0;5.0;Julkisten ja hyvinvointialojen liitto JHL ry;;;3552.09
5928.0;Toimitilavuokrat;45-33-2025;2025-03-01;636.54;;0.0;10.0;Julkisten ja hyvinvointialojen liitto JHL ry;;;4188.63
5928.0;Toimitilavuokrat;45-33-2025;2025-03-01;423.39;;0.0;2.0;Julkisten ja hyvinvointialojen liitto JHL ry;;;4612.02
;;;;1537.34;0.0;0.0;;;;1537.34;4612.02
5928.0;Toimitilavuokrat;45-35-2025;2025-04-01;423.39;;0.0;2.0;Julkisten ja hyvinvointialojen liitto JHL ry;;;5035.41
5928.0;Toimitilavuokrat;45-35-2025;2025-04-01;477.41;;0.0;5.0;Julkisten ja hyvinvointialojen liitto JHL ry;;;5512.82
5928.0;Toimitilavuokrat;45-35-2025;2025-04-01;636.54;;0.0;10.0;Julkisten ja hyvinvointialojen liitto JHL ry;;;6149.36
;;;;1537.34;0.0;0.0;;;;1537.34;6149.36
5928.0;Toimitilavuokrat;45-49-2025;2025-05-01;636.54;;0.0;10.0;Julkisten ja hyvinvointialojen liitto JHL ry;;;6785.9
5928.0;Toimitilavuokrat;45-49-2025;2025-05-01;477.41;;0.0;5.0;Julkisten ja hyvinvointialojen liitto JHL ry;;;7263.31
5928.0;Toimitilavuokrat;45-49-2025;2025-05-01;423.39;;0.0;2.0;Julkisten ja hyvinvointialojen liitto JHL ry;;;7686.7
;;;;1537.34;0.0;0.0;;;;1537.34;7686.7
5928.0;Toimitilavuokrat;45-56-2025;2025-06-01;423.39;;0.0;2.0;Julkisten ja hyvinvointialojen liitto JHL ry;;;8110.09
5928.0;Toimitilavuokrat;45-56-2025;2025-06-01;477.41;;0.0;5.0;Julkisten ja hyvinvointialojen liitto JHL ry;;;8587.5
5928.0;Toimitilavuokrat;45-56-2025;2025-06-01;636.54;;0.0;10.0;Julkisten ja hyvinvointialojen liitto JHL ry;;;9224.04
;;;;1537.34;0.0;0.0;;;;1537.34;9224.04
5928.0;Toimitilavuokrat;45-85-2025;2025-07-01;636.54;;0.0;10.0;Julkisten ja hyvinvointialojen liitto JHL ry;;;9860.58
5928.0;Toimitilavuokrat;45-85-2025;2025-07-01;423.39;;0.0;2.0;Julkisten ja hyvinvointialojen liitto JHL ry;;;10283.97
5928.0;Toimitilavuokrat;45-85-2025;2025-07-01;477.41;;0.0;5.0;Julkisten ja hyvinvointialojen liitto JHL ry;;;10761.38
;;;;1537.34;0.0;0.0;;;;1537.34;10761.38
5928.0;Toimitilavuokrat;45-111-2025;2025-08-01;477.41;;0.0;31.0;Julkisten ja hyvinvointialojen liitto JHL ry;;;11238.79
5928.0;Toimitilavuokrat;45-111-2025;2025-08-01;636.54;;0.0;10.0;Julkisten ja hyvinvointialojen liitto JHL ry;;;11875.33
5928.0;Toimitilavuokrat;45-111-2025;2025-08-01;423.39;;0.0;6.0;Julkisten ja hyvinvointialojen liitto JHL ry;;;12298.72
;;;;1537.34;0.0;0.0;;;;1537.34;12298.72
5928.0;Toimitilavuokrat;45-134-2025;2025-09-01;636.54;;0.0;10.0;Julkisten ja hyvinvointialojen liitto JHL ry;;;12935.26
5928.0;Toimitilavuokrat;45-134-2025;2025-09-01;423.39;;0.0;6.0;Julkisten ja hyvinvointialojen liitto JHL ry;;;13358.65
5928.0;Toimitilavuokrat;45-134-2025;2025-09-01;477.41;;0.0;31.0;Julkisten ja hyvinvointialojen liitto JHL ry;;;13836.06
;;;;1537.34;0.0;0.0;;;;1537.34;13836.06
5928.0;Toimitilavuokrat;45-172-2025;2025-10-01;477.41;;0.0;31.0;Julkisten ja hyvinvointialojen liitto JHL ry;;;14313.47
5928.0;Toimitilavuokrat;45-172-2025;2025-10-01;423.39;;0.0;6.0;Julkisten ja hyvinvointialojen liitto JHL ry;;;14736.86
5928.0;Toimitilavuokrat;45-172-2025;2025-10-01;636.54;;0.0;10.0;Julkisten ja hyvinvointialojen liitto JHL ry;;;15373.4
;;;;1537.34;0.0;0.0;;;;1537.34;15373.4
5928.0;Yhteensä;;;15373.4;0.0;0.0;;;;;
5929.0;Muut toimitilakulut;;;;;;;;0.0;;
5929.0;Muut toimitilakulut;21-1-2025;2025-01-06;65.19;;0.0;99.0;PUUILO ITÄKESKUS, siivoustarvikkeet 6.1.2024;;;65.19
5929.0;Muut toimitilakulut;21-6-2025;2025-01-07;30.0;;0.0;99.0;PAYTRAIL OYJ PAKUKYMPILLA.FI 7.1.2025;;;95.19
5929.0;Muut toimitilakulut;21-10-2025;2025-01-09;12.63;;0.0;99.0;HSY - KIVIKKO S 9.1.2025;;;107.82
5929.0;Muut toimitilakulut;21-7-2025;2025-01-10;20.0;;0.0;99.0;PAYTRAIL OYJ PAKUKYMPILLA.FI 10.1.2025;;;127.82
5929.0;Muut toimitilakulut;21-11-2025;2025-01-13;13.2;;0.0;99.0;HSY - KIVIKKO S 13.1.2025;;;141.02
5929.0;Muut toimitilakulut;45-3-2025;2025-01-13;228.97;;0.0;99.0;Helen Oy;;;369.99
;;;;369.99;0.0;0.0;;;;369.99;369.99
5929.0;Muut toimitilakulut;21-18-2025;2025-02-07;17.85;;0.0;99.0;Puuilo;;;387.84
5929.0;Muut toimitilakulut;21-4-2025;2025-02-07;17.85;;0.0;99.0;Puuilo 7.2.2025;;;405.69
;;;;35.7;0.0;0.0;;;;35.7;405.69
5929.0;Muut toimitilakulut;21-21-2025;2025-03-14;81.73;;0.0;99.0;PUUILO;;;487.42
;;;;81.73;0.0;0.0;;;;81.73;487.42
5929.0;Muut toimitilakulut;45-51-2025;2025-04-28;205.44;;0.0;99.0;Helen Oy;;;692.86
;;;;205.44;0.0;0.0;;;;205.44;692.86
5929.0;Muut toimitilakulut;45-108-2025;2025-07-11;173.42;;0.0;99.0;Helen Oy;;;866.28
;;;;173.42;0.0;0.0;;;;173.42;866.28
5929.0;Muut toimitilakulut;21-36-2025;2025-09-09;8.25;;0.0;99.0;K-Citymarket Easton;;;874.53
5929.0;Muut toimitilakulut;21-38-2025;2025-09-17;9.07;;0.0;99.0;TOKMANNI;;;883.6
;;;;17.32;0.0;0.0;;;;17.32;883.6
5929.0;Muut toimitilakulut;45-171-2025;2025-10-13;152.17;;0.0;99.0;Helen Oy;;;1035.77
;;;;152.17;0.0;0.0;;;;152.17;1035.77
5929.0;Yhteensä;;;1035.77;0.0;0.0;;;;;
5938.0;Ajoneuvokulut;;;;;;;;0.0;;
5938.0;Ajoneuvokulut;21-2-2025;2025-01-07;;-10.0;0.0;99.0;shell itäkeskus helsinki 7.1.2025;;;-10.0
;;;;0.0;-10.0;0.0;;;;-10.0;-10.0
5938.0;Yhteensä;;;0.0;-10.0;0.0;;;;;
5946.0;Matkakulut;;;;;;;;0.0;;
5946.0;Matkakulut;21-9-2025;2025-01-07;20.0;;0.0;10.0;Shell Helsinki Itakeskus 9.1.2025;;;20.0
5946.0;Matkakulut;21-12-2025;2025-01-13;5.0;;0.0;10.0;Shell Helsinki Itakeskus 13.1.2025;;;25.0
;;;;25.0;0.0;0.0;;;;25.0;25.0
5946.0;Matkakulut;45-64-2025;2025-04-28;16499.0;;0.0;20.0;Primehotels Oy Rantapuisto;;;16524.0
;;;;16499.0;0.0;0.0;;;;16499.0;16524.0
5946.0;Matkakulut;13-1-2025;2025-05-31;99.4;;0.0;10.0;05/2024 HSL korjaus;;;16623.4
;;;;99.4;0.0;0.0;;;;99.4;16623.4
5946.0;Matkakulut;13-11-2025;2025-06-01;196.8;;0.0;20.0;HSL;;;16820.2
5946.0;Matkakulut;45-100-2025;2025-06-18;325.0;;0.0;20.0;Silviu Musat;;;17145.2
5946.0;Matkakulut;45-101-2025;2025-06-18;1933.92;;0.0;20.0;FONDATION ORIENT OCCIDENT;;;19079.12
5946.0;Matkakulut;45-102-2025;2025-06-18;272.8;;0.0;20.0;Daria Marandel;;;19351.92
5946.0;Matkakulut;45-103-2025;2025-06-18;397.02;;0.0;20.0;Andrés Bonilla Toribio;;;19748.94
5946.0;Matkakulut;45-104-2025;2025-06-18;333.74;;0.0;20.0;Laura Tarragó;;;20082.68
5946.0;Matkakulut;45-105-2025;2025-06-18;1260.55;;0.0;20.0;EUROSUD;;;21343.23
5946.0;Matkakulut;45-106-2025;2025-06-18;430.0;;0.0;20.0;Papadopoulos Konstantinos;;;21773.23
5946.0;Matkakulut;45-107-2025;2025-06-18;293.92;;0.0;20.0;GEORGIOS TELIOS;;;22067.15
5946.0;Matkakulut;45-96-2025;2025-06-18;384.32;;0.0;20.0;Sachinoglou Achilleas;;;22451.47
5946.0;Matkakulut;45-97-2025;2025-06-18;404.12;;0.0;20.0;Diego Conde Caballero;;;22855.59
5946.0;Matkakulut;45-98-2025;2025-06-18;309.0;;0.0;20.0;Daniel Ilie;;;23164.59
5946.0;Matkakulut;45-99-2025;2025-06-18;272.8;;0.0;20.0;Sebastian Chitul;;;23437.39
5946.0;Matkakulut;45-87-2025;2025-06-20;759.82;;0.0;20.0;Diogo Oliveira;;;24197.21
5946.0;Matkakulut;45-88-2025;2025-06-20;1830.0;;0.0;20.0;Ateshat Ayat Omar Fahmi;;;26027.21
;;;;9403.81;0.0;0.0;;;;9403.81;26027.21
5946.0;Matkakulut;45-114-2025;2025-07-01;180.0;;0.0;20.0;Thamer Hadded;;;26207.21
5946.0;Matkakulut;45-118-2025;2025-07-22;46.63;;0.0;20.0;Thamer Hadded;;;26253.84
;;;;226.63;0.0;0.0;;;;226.63;26253.84
5946.0;Matkakulut;51-25-2025;2025-08-29;107.7;;0.0;10.0;Palkkaus.fi;;;26361.54
;;;;107.7;0.0;0.0;;;;107.7;26361.54
5946.0;Yhteensä;;;26361.54;0.0;0.0;;;;;
5948.0;Päivärahat;;;;;;;;0.0;;
5948.0;Päivärahat;13-47-2025;2025-06-30;553.0;;0.0;20.0;Palkkaus.fi;;;553.0
;;;;553.0;0.0;0.0;;;;553.0;553.0
5948.0;Päivärahat;13-60-2025;2025-07-01;;-553.0;0.0;20.0;Mitätöinti tos. 13-47-2025, Palkkaus.fi;;;0.0
5948.0;Päivärahat;51-4-2025;2025-07-01;553.0;;0.0;20.0;Palkkaus.fi;;;553.0
;;;;553.0;-553.0;0.0;;;;0.0;553.0
5948.0;Yhteensä;;;1106.0;-553.0;0.0;;;;;
5958.0;Taloushallintopalvelut;;;;;;;;0.0;;
5958.0;Taloushallintopalvelut;45-15-2025;2025-01-31;179.47;;0.0;3.0;Talenom Solutions Oy;;;179.47
5958.0;Taloushallintopalvelut;45-15-2025;2025-01-31;400.0;;0.0;10.0;Talenom Solutions Oy;;;579.47
;;;;579.47;0.0;0.0;;;;579.47;579.47
5958.0;Taloushallintopalvelut;45-23-2025;2025-02-14;167.66;;0.0;3.0;Talenom Oyj;;;747.13
5958.0;Taloushallintopalvelut;45-23-2025;2025-02-14;340.26;;0.0;10.0;Talenom Oyj;;;1087.39
5958.0;Taloushallintopalvelut;45-26-2025;2025-02-26;169.78;;0.0;3.0;Talenom Oyj;;;1257.17
5958.0;Taloushallintopalvelut;45-26-2025;2025-02-26;344.58;;0.0;10.0;Talenom Oyj;;;1601.75
5958.0;Taloushallintopalvelut;45-44-2025;2025-02-28;58.2;;0.0;3.0;Talenom Solutions Oy;;;1659.95
5958.0;Taloushallintopalvelut;45-44-2025;2025-02-28;129.72;;0.0;10.0;Talenom Solutions Oy;;;1789.67
;;;;1210.2;0.0;0.0;;;;1210.2;1789.67
5958.0;Taloushallintopalvelut;45-42-2025;2025-03-31;90.8;;0.0;10.0;Talenom Oyj;;;1880.47
5958.0;Taloushallintopalvelut;45-42-2025;2025-03-31;44.74;;0.0;3.0;Talenom Oyj;;;1925.21
5958.0;Taloushallintopalvelut;45-43-2025;2025-03-31;112.19;;0.0;10.0;Talenom Solutions Oy;;;2037.4
5958.0;Taloushallintopalvelut;45-43-2025;2025-03-31;50.33;;0.0;3.0;Talenom Solutions Oy;;;2087.73
;;;;298.06;0.0;0.0;;;;298.06;2087.73
5958.0;Taloushallintopalvelut;45-50-2025;2025-04-30;62.78;;0.0;3.0;Talenom Solutions Oy;;;2150.51
5958.0;Taloushallintopalvelut;45-50-2025;2025-04-30;139.94;;0.0;10.0;Talenom Solutions Oy;;;2290.45
;;;;202.72;0.0;0.0;;;;202.72;2290.45
5958.0;Taloushallintopalvelut;45-55-2025;2025-05-14;174.3;;0.0;10.0;Talenom Oyj;;;2464.75
5958.0;Taloushallintopalvelut;45-55-2025;2025-05-14;85.89;;0.0;3.0;Talenom Oyj;;;2550.64
;;;;260.19;0.0;0.0;;;;260.19;2550.64
5958.0;Taloushallintopalvelut;45-75-2025;2025-06-01;37.84;;0.0;10.0;Talenom Oyj;;;2588.48
5958.0;Taloushallintopalvelut;45-75-2025;2025-06-01;18.64;;0.0;3.0;Talenom Oyj;;;2607.12
5958.0;Taloushallintopalvelut;45-76-2025;2025-06-01;253.93;;0.0;3.0;Talenom Oyj;;;2861.05
5958.0;Taloushallintopalvelut;45-76-2025;2025-06-01;0.0;;0.0;10.0;Talenom Oyj;;;2861.05
5958.0;Taloushallintopalvelut;45-77-2025;2025-06-01;44.74;;0.0;3.0;Talenom Oyj;;;2905.79
5958.0;Taloushallintopalvelut;45-77-2025;2025-06-01;90.8;;0.0;10.0;Talenom Oyj;;;2996.59
5958.0;Taloushallintopalvelut;45-86-2025;2025-06-01;48.75;;0.0;31.0;Easor Oy;;;3045.34
5958.0;Taloushallintopalvelut;45-86-2025;2025-06-01;113.77;;0.0;10.0;Easor Oy;;;3159.11
5958.0;Taloushallintopalvelut;45-84-2025;2025-06-12;507.92;;0.0;3.0;Talenom Oyj;;;3667.03
;;;;1116.39;0.0;0.0;;;;1116.39;3667.03
5958.0;Taloushallintopalvelut;45-115-2025;2025-07-01;115.94;;0.0;10.0;Easor Oy;;;3782.97
5958.0;Taloushallintopalvelut;45-115-2025;2025-07-01;57.9;;0.0;31.0;Easor Oy;;;3840.87
5958.0;Taloushallintopalvelut;45-110-2025;2025-07-10;203.16;;0.0;10.0;Talenom Oyj;;;4044.03
5958.0;Taloushallintopalvelut;45-110-2025;2025-07-10;101.58;;0.0;31.0;Talenom Oyj;;;4145.61
5958.0;Taloushallintopalvelut;45-112-2025;2025-07-23;338.6;;0.0;10.0;Talenom Oyj;;;4484.21
5958.0;Taloushallintopalvelut;45-112-2025;2025-07-23;169.3;;0.0;31.0;Talenom Oyj;;;4653.51
;;;;986.48;0.0;0.0;;;;986.48;4653.51
5958.0;Taloushallintopalvelut;45-132-2025;2025-08-01;56.48;;0.0;31.0;Talenom Oyj;;;4709.99
5958.0;Taloushallintopalvelut;45-132-2025;2025-08-01;112.95;;0.0;10.0;Talenom Oyj;;;4822.94
5958.0;Taloushallintopalvelut;45-140-2025;2025-08-01;118.59;;0.0;10.0;Easor Oy;;;4941.53
5958.0;Taloushallintopalvelut;45-140-2025;2025-08-01;50.81;;0.0;31.0;Easor Oy;;;4992.34
5958.0;Taloushallintopalvelut;45-133-2025;2025-08-08;101.59;;0.0;31.0;Talenom Oyj;;;5093.93
5958.0;Taloushallintopalvelut;45-133-2025;2025-08-08;203.15;;0.0;10.0;Talenom Oyj;;;5297.08
5958.0;Taloushallintopalvelut;45-137-2025;2025-08-31;67.77;;0.0;10.0;Talenom Oyj;;;5364.85
5958.0;Taloushallintopalvelut;45-137-2025;2025-08-31;33.89;;0.0;31.0;Talenom Oyj;;;5398.74
5958.0;Taloushallintopalvelut;45-151-2025;2025-08-31;110.51;;0.0;10.0;Easor Oy;;;5509.25
5958.0;Taloushallintopalvelut;45-151-2025;2025-08-31;55.19;;0.0;31.0;Easor Oy;;;5564.44
;;;;910.93;0.0;0.0;;;;910.93;5564.44
5958.0;Taloushallintopalvelut;45-155-2025;2025-09-16;203.15;;0.0;10.0;Talenom Oyj;;;5767.59
5958.0;Taloushallintopalvelut;45-155-2025;2025-09-16;101.59;;0.0;31.0;Talenom Oyj;;;5869.18
;;;;304.74;0.0;0.0;;;;304.74;5869.18
5958.0;Taloushallintopalvelut;45-173-2025;2025-10-01;55.19;;0.0;31.0;Easor Oy;;;5924.37
5958.0;Taloushallintopalvelut;45-173-2025;2025-10-01;110.51;;0.0;10.0;Easor Oy;;;6034.88
5958.0;Taloushallintopalvelut;45-170-2025;2025-10-16;101.59;;0.0;31.0;Talenom Oyj;;;6136.47
5958.0;Taloushallintopalvelut;45-170-2025;2025-10-16;203.15;;0.0;10.0;Talenom Oyj;;;6339.62
5958.0;Taloushallintopalvelut;45-180-2025;2025-10-23;114.16;;0.0;10.0;Easor Oy;;;6453.78
5958.0;Taloushallintopalvelut;45-180-2025;2025-10-23;57.01;;0.0;31.0;Easor Oy;;;6510.79
5958.0;Taloushallintopalvelut;45-186-2025;2025-10-31;55.36;;0.0;31.0;Easor Oy;;;6566.15
5958.0;Taloushallintopalvelut;45-186-2025;2025-10-31;;-54.84;0.0;10.0;Easor Oy;;;6511.31
5958.0;Taloushallintopalvelut;45-187-2025;2025-10-31;97.89;;0.0;10.0;Talenom Oyj;;;6609.2
5958.0;Taloushallintopalvelut;45-187-2025;2025-10-31;48.95;;0.0;31.0;Talenom Oyj;;;6658.15
;;;;843.81;-54.84;0.0;;;;788.97;6658.15
5958.0;Yhteensä;;;6712.99;-54.84;0.0;;;;;
5960.0;Tilintarkastuspalvelut;;;;;;;;0.0;;
5960.0;Tilintarkastuspalvelut;45-89-2025;2025-06-29;2484.9;;0.0;99.0;BDO OY;;;2484.9
;;;;2484.9;0.0;0.0;;;;2484.9;2484.9
5960.0;Yhteensä;;;2484.9;0.0;0.0;;;;;
5964.0;Puhelin- ja tietoliikennekulut;;;;;;;;0.0;;
5964.0;Puhelin- ja tietoliikennekulut;45-4-2025;2025-01-07;37.48;;0.0;3.0;Elisa Oyj;;;37.48
5964.0;Puhelin- ja tietoliikennekulut;45-4-2025;2025-01-07;86.22;;0.0;10.0;Elisa Oyj;;;123.7
;;;;123.7;0.0;0.0;;;;123.7;123.7
5964.0;Puhelin- ja tietoliikennekulut;45-20-2025;2025-02-07;85.47;;0.0;10.0;Elisa Oyj;;;209.17
5964.0;Puhelin- ja tietoliikennekulut;45-20-2025;2025-02-07;37.16;;0.0;3.0;Elisa Oyj;;;246.33
;;;;122.63;0.0;0.0;;;;122.63;246.33
5964.0;Puhelin- ja tietoliikennekulut;45-22-2025;2025-03-07;15.18;;0.0;99.0;Elisa Oyj;;;261.51
5964.0;Puhelin- ja tietoliikennekulut;45-34-2025;2025-03-07;79.04;;0.0;10.0;Elisa Oyj;;;340.55
5964.0;Puhelin- ja tietoliikennekulut;45-34-2025;2025-03-07;34.36;;0.0;3.0;Elisa Oyj;;;374.91
;;;;128.58;0.0;0.0;;;;128.58;374.91
5964.0;Puhelin- ja tietoliikennekulut;45-46-2025;2025-04-07;147.38;;0.0;10.0;Elisa Oyj;;;522.29
5964.0;Puhelin- ja tietoliikennekulut;45-46-2025;2025-04-07;64.07;;0.0;3.0;Elisa Oyj;;;586.36
;;;;211.45;0.0;0.0;;;;211.45;586.36
5964.0;Puhelin- ja tietoliikennekulut;45-54-2025;2025-05-07;66.56;;0.0;10.0;Elisa Oyj;;;652.92
5964.0;Puhelin- ja tietoliikennekulut;45-54-2025;2025-05-07;28.93;;0.0;3.0;Elisa Oyj;;;681.85
;;;;95.49;0.0;0.0;;;;95.49;681.85
5964.0;Puhelin- ja tietoliikennekulut;45-78-2025;2025-06-07;84.9;;0.0;10.0;Elisa Oyj;;;766.75
5964.0;Puhelin- ja tietoliikennekulut;45-78-2025;2025-06-07;36.9;;0.0;3.0;Elisa Oyj;;;803.65
;;;;121.8;0.0;0.0;;;;121.8;803.65
5964.0;Puhelin- ja tietoliikennekulut;45-109-2025;2025-07-07;73.29;;0.0;10.0;Elisa Oyj;;;876.94
5964.0;Puhelin- ja tietoliikennekulut;45-109-2025;2025-07-07;31.86;;0.0;3.0;Elisa Oyj;;;908.8
;;;;105.15;0.0;0.0;;;;105.15;908.8
5964.0;Puhelin- ja tietoliikennekulut;45-131-2025;2025-08-07;38.97;;0.0;31.0;Elisa Oyj;;;947.77
5964.0;Puhelin- ja tietoliikennekulut;45-131-2025;2025-08-07;89.63;;0.0;10.0;Elisa Oyj;;;1037.4
;;;;128.6;0.0;0.0;;;;128.6;1037.4
